game_id,win_char1,win_weapon1,win_lv1,win_leg1,win_tran1,win_char2,win_weapon2,win_lv2,win_leg2,win_tran2,win_char3,win_weapon3,win_lv3,win_leg3,win_tran3,lose_char1,lose_weapon1,lose_lv1,lose_leg1,lose_tran1,lose_char2,lose_weapon2,lose_lv2,lose_leg2,lose_tran2,lose_char3,lose_weapon3,lose_lv3,lose_leg3,lose_tran3
64243094,53,14,19,5,0,6,8,19,3,2,2,9,19,4,1,61,5,20,3,0,18,15,20,5,0,60,6,19,4,1
64241934,46,16,19,4,1,55,14,19,4,1,19,6,18,4,1,47,4,19,4,1,76,3,19,5,0,37,15,19,5,0
64240903,85,13,20,5,0,28,3,20,4,1,32,5,20,3,2,34,23,20,5,0,48,3,20,3,2,4,13,20,4,1
64240197,81,9,18,4,1,33,1,18,5,0,90,11,18,5,0,90,11,18,4,1,74,3,18,5,0,13,15,18,5,0
64239540,50,21,19,4,1,84,18,19,5,0,72,11,20,3,2,89,9,20,3,2,64,24,20,3,2,61,5,19,3,1
63880981,67,14,20,2,3,77,24,20,3,2,39,18,20,4,1,85,13,18,5,0,81,9,19,4,1,89,9,18,5,0
64674334,10,20,19,4,1,32,5,19,2,3,45,4,19,3,1,82,21,19,4,1,77,24,19,4,1,27,16,19,5,0
64673111,90,11,20,3,2,74,3,20,4,1,59,2,20,5,0,24,21,20,4,1,1,18,20,2,3,74,3,20,5,0
64670873,57,23,20,5,0,44,25,20,5,0,16,9,20,5,0,49,19,20,4,1,23,18,19,4,1,26,9,20,4,1
64653289,72,11,19,4,1,87,24,20,4,1,68,1,19,4,0,2,10,20,4,1,46,16,20,5,0,76,3,19,2,1
64592032,80,19,18,5,0,2,9,18,3,2,90,11,19,3,2,19,6,17,4,0,23,15,17,4,1,44,25,17,4,0
64591504,67,14,20,5,0,64,24,19,4,1,5,6,20,4,1,89,9,20,5,0,47,4,20,4,1,71,14,20,4,1
64590796,13,19,20,5,0,67,14,20,4,1,49,19,20,5,0,1,15,20,3,2,62,11,20,5,0,28,3,20,3,2
64548996,70,6,20,5,0,72,11,19,4,0,46,16,18,4,0,63,15,19,5,0,77,24,20,4,1,82,21,20,4,1
64685669,23,18,20,5,0,10,20,20,4,1,46,16,20,3,2,55,14,19,3,2,89,9,20,5,0,78,16,19,4,1
64684611,56,20,19,5,0,78,16,19,3,2,2,11,19,3,2,9,10,20,5,0,68,1,19,3,1,39,21,19,5,0
64683326,55,14,20,3,2,74,3,19,5,0,78,16,20,4,1,78,16,19,5,0,48,3,19,5,0,55,14,19,4,0
64682306,59,2,20,5,0,22,3,20,4,1,12,7,20,3,2,39,21,20,4,1,81,9,20,4,1,86,1,20,4,1
64681434,80,19,19,4,0,2,10,19,4,1,23,18,18,4,1,90,11,16,2,1,75,22,17,4,0,20,4,17,1,0
64680723,6,8,20,3,2,23,18,20,5,0,58,10,20,3,2,75,22,20,5,0,10,20,19,5,0,58,10,20,3,2
64679810,39,18,20,5,0,72,11,20,4,1,85,13,19,5,0,61,5,19,5,0,11,18,19,5,0,90,11,19,4,1
64678218,53,14,19,4,1,9,10,20,5,0,24,21,20,1,4,56,20,19,4,1,62,11,19,4,1,4,13,19,3,1
64676978,90,11,20,3,2,47,4,20,3,2,1,15,20,4,1,67,14,20,5,0,4,13,19,2,2,70,6,20,4,1
64675151,58,10,19,4,1,50,21,18,5,0,7,1,19,3,2,9,9,19,3,1,55,14,18,4,1,32,5,19,5,0
64691412,38,9,20,4,1,89,9,20,3,2,81,9,20,4,1,80,19,19,5,0,2,10,20,5,0,17,5,20,4,1
64691145,38,9,19,3,2,11,16,18,5,0,1,15,18,5,0,22,3,16,4,0,64,24,16,4,1,21,9,17,4,0
64690988,76,3,19,4,1,72,11,20,5,0,18,15,20,5,0,33,1,19,5,0,88,3,20,4,1,82,21,20,4,1
64690803,75,22,19,3,1,74,3,19,4,1,32,5,18,3,2,56,20,19,3,1,58,10,18,5,0,82,21,19,4,1
64690495,12,7,20,2,3,55,14,20,5,0,90,11,20,5,0,74,3,20,3,2,72,11,20,3,2,65,16,20,4,1
64690271,26,9,19,4,1,74,3,20,5,0,58,10,19,3,2,58,10,20,4,1,76,3,19,3,0,31,7,20,4,1
64689971,29,1,19,5,0,5,5,19,4,1,65,16,18,5,0,44,25,19,4,1,63,15,19,4,1,42,24,19,3,2
64689492,74,3,20,3,2,87,24,20,4,1,1,15,19,5,0,78,16,20,5,0,89,9,20,4,1,76,3,20,5,0
64687291,75,22,20,5,0,39,18,20,4,1,4,3,20,4,1,82,21,20,5,0,39,21,20,4,1,89,9,20,4,1
64686882,82,21,19,3,2,48,3,19,4,1,51,22,18,2,1,90,11,18,4,1,67,14,19,4,1,78,16,19,3,2
64690015,18,15,20,3,2,19,24,19,4,1,1,15,20,4,1,89,9,19,5,0,57,23,20,5,0,1,15,19,5,0
64689748,72,11,19,4,1,55,14,18,5,0,12,7,18,4,1,74,3,17,4,1,47,4,17,3,1,86,1,18,4,0
64689071,28,3,19,2,3,5,5,20,4,1,14,21,19,4,1,88,3,19,5,0,58,10,19,5,0,6,8,20,3,2
64688562,9,10,19,1,4,76,3,18,5,0,47,4,18,3,1,81,9,18,4,0,87,24,19,5,0,78,16,19,5,0
64688062,25,11,19,5,0,90,11,20,4,1,88,3,19,3,0,9,10,19,4,1,20,4,19,4,0,90,11,19,4,0
64687220,70,6,20,3,2,53,14,19,4,1,88,3,20,5,0,26,9,20,5,0,90,11,20,4,1,74,3,20,5,0
64686335,68,1,19,5,0,64,24,19,5,0,72,11,20,1,4,72,11,19,2,3,30,13,18,3,0,87,24,19,4,1
64685615,1,18,19,4,1,86,1,19,4,1,30,13,18,5,0,74,3,18,5,0,86,1,18,4,0,82,21,19,4,1
64684925,6,8,20,3,2,76,3,19,5,0,2,11,18,4,1,82,21,20,4,1,46,16,20,3,2,68,1,19,4,1
64650254,5,6,19,3,2,29,1,19,4,1,45,4,18,5,0,64,24,17,5,0,31,7,19,4,1,70,6,17,4,1
64687270,64,24,19,4,0,72,11,19,5,0,42,24,19,5,0,72,11,19,4,1,33,1,18,4,0,81,9,19,3,2
64686940,2,9,20,5,0,65,16,20,5,0,64,24,20,4,1,29,1,20,5,0,82,21,20,4,1,89,9,20,4,1
64686286,78,16,20,5,0,2,10,20,3,2,39,21,20,5,0,4,3,20,4,1,65,16,20,5,0,12,7,20,5,0
64685363,40,6,20,3,2,85,13,20,4,1,70,6,20,4,1,67,14,18,3,0,65,16,20,3,0,17,5,20,4,0
64684788,79,8,19,1,4,30,13,18,4,1,90,11,19,4,1,9,10,19,5,0,55,14,19,5,0,34,23,19,4,1
64683532,79,8,20,2,3,30,13,20,5,0,82,21,20,3,2,63,15,19,5,0,42,24,20,5,0,11,18,19,4,1
64682752,67,14,20,5,0,17,5,20,4,1,85,13,19,4,1,33,1,19,4,1,74,3,20,5,0,89,9,19,4,1
64681112,42,24,20,5,0,83,6,20,4,1,65,16,20,4,1,11,18,20,4,1,76,3,20,4,0,52,24,20,4,1
64679595,67,14,19,4,1,42,24,19,4,1,7,2,19,4,1,11,18,19,4,1,82,21,18,5,0,80,19,19,4,1
64678064,84,18,19,3,2,30,13,19,5,0,58,10,20,5,0,23,18,20,4,1,28,3,19,5,0,1,15,19,3,1
64686687,50,21,18,3,0,31,7,19,4,0,18,15,20,4,1,17,5,17,3,1,9,9,19,4,0,58,10,19,3,0
64685775,49,19,20,4,1,72,11,19,3,2,4,13,19,5,0,90,11,20,5,0,26,9,20,5,0,65,16,20,4,1
64685180,71,14,20,5,0,88,3,20,4,1,72,11,20,3,2,23,18,20,5,0,47,4,19,4,1,90,11,20,5,0
64683997,90,11,20,2,3,75,22,20,5,0,65,16,20,4,1,64,24,20,3,2,21,9,20,3,2,39,18,20,4,1
64683229,1,15,19,3,2,58,10,17,5,0,78,16,18,3,2,67,14,18,4,0,52,24,17,3,0,78,16,17,3,1
64682025,1,18,19,5,0,23,18,19,5,0,81,9,17,3,1,69,9,18,1,0,75,22,18,3,1,65,16,19,3,1
64681082,61,5,20,3,2,54,8,19,4,1,22,3,19,4,1,80,19,20,1,4,75,22,20,5,0,84,18,20,5,0
64679707,7,1,19,4,1,1,18,20,3,2,51,22,19,5,0,68,1,18,4,1,87,24,19,3,2,82,21,18,4,0
64677872,15,6,17,4,0,30,13,18,4,0,6,8,18,3,1,5,5,17,4,1,74,3,17,4,0,90,11,18,4,1
64673321,89,9,20,3,1,71,14,19,4,0,84,18,20,3,2,39,18,20,4,1,1,15,20,4,1,77,24,19,5,0
64638141,33,1,18,5,0,42,24,17,3,1,44,25,17,4,0,4,13,17,3,0,65,16,18,5,0,46,16,17,4,0
64635978,20,4,19,1,4,31,7,20,4,1,34,23,20,4,1,83,6,20,3,2,1,18,20,5,0,28,3,20,3,0
64634569,67,14,19,3,1,78,16,19,3,2,21,9,19,3,1,29,1,19,4,1,89,9,19,3,2,33,1,19,5,0
64632809,46,16,19,4,1,27,6,19,4,1,84,18,20,3,2,6,8,19,4,0,42,24,19,4,1,67,14,19,5,0
64631594,42,24,20,3,2,2,10,20,3,2,7,1,20,4,1,11,16,20,4,0,8,22,20,4,1,90,11,20,4,1
64519238,26,9,20,3,2,76,3,20,5,0,72,11,20,3,2,90,11,20,3,1,4,3,20,4,0,84,18,20,5,0
64517441,30,13,19,4,1,72,11,20,4,1,5,5,20,3,2,54,8,20,4,1,74,3,19,4,1,84,18,20,5,0
64640014,90,11,19,3,2,42,24,19,3,2,55,14,19,5,0,4,3,19,3,2,90,11,20,4,1,33,1,19,5,0
64638528,1,14,19,4,1,45,4,20,2,3,72,11,20,5,0,4,3,19,4,1,34,23,20,3,2,59,2,20,4,1
64636976,2,11,19,4,0,50,21,19,5,0,39,18,19,5,0,36,5,20,3,2,21,9,20,5,0,71,14,19,4,1
64635676,70,6,20,4,1,44,25,19,5,0,15,6,19,3,2,34,23,19,4,1,79,8,19,4,1,18,15,19,4,1
64634472,75,22,19,4,1,88,3,18,5,0,78,16,19,4,1,30,13,19,4,1,31,7,19,4,1,65,16,19,3,2
64528768,42,24,20,5,0,4,13,20,3,2,74,3,19,5,0,67,14,20,5,0,90,11,19,4,1,77,24,19,3,2
64528300,14,21,20,3,2,13,19,20,4,1,4,13,20,4,1,90,11,20,5,0,24,3,20,4,1,33,1,20,5,0
64527452,20,4,19,4,0,67,14,20,4,1,2,10,20,3,2,4,3,20,5,0,83,6,20,4,1,7,1,20,4,1
64520491,70,6,20,3,2,4,3,20,5,0,74,3,20,4,1,10,20,20,3,0,90,11,20,3,2,65,16,19,5,0
64686755,68,1,18,3,0,75,22,20,4,1,67,14,19,4,1,86,1,19,4,1,28,3,19,4,1,4,3,19,4,1
64686277,67,14,20,5,0,17,5,20,2,3,1,15,19,3,2,46,16,20,5,0,74,3,20,5,0,89,9,20,3,0
64685270,37,15,20,2,3,45,4,20,3,2,89,9,20,3,2,33,1,20,5,0,12,7,20,3,2,23,18,20,5,0
64683233,78,16,20,5,0,71,14,19,4,0,38,9,20,2,0,44,25,19,3,2,58,10,20,4,1,11,18,20,5,0
64682436,77,24,20,3,2,82,21,19,5,0,33,1,20,4,1,60,6,20,5,0,76,3,20,5,0,70,6,20,5,0
64646450,65,16,20,4,0,6,7,19,4,1,74,3,20,5,0,73,24,18,2,1,11,18,19,3,2,49,19,19,5,0
64646064,74,3,20,4,1,72,11,20,4,1,76,3,20,5,0,53,14,19,5,0,72,11,20,3,2,37,15,20,4,1
64645719,22,3,19,3,2,65,16,19,4,1,64,24,19,4,1,62,11,19,5,0,22,3,17,3,0,56,20,19,3,0
64645304,13,15,18,2,1,31,7,19,3,2,49,19,19,4,1,1,15,19,3,2,82,21,18,5,0,90,11,19,5,0
64695742,86,1,20,4,1,70,6,19,3,2,14,21,19,5,0,81,9,19,4,0,11,16,19,3,0,3,21,19,5,0
64695363,39,21,19,4,1,89,9,20,4,1,80,19,20,5,0,29,1,20,3,2,30,13,20,3,0,82,21,20,5,0
64682686,75,22,19,3,2,72,11,20,3,2,20,4,18,5,0,28,13,18,3,0,89,9,19,4,1,1,14,19,5,0
64681991,56,20,20,4,1,90,11,20,4,1,86,1,20,4,1,5,5,19,4,0,58,10,19,5,0,90,11,20,4,1
64679919,70,6,19,4,1,64,24,20,4,1,3,21,19,5,0,70,6,20,3,2,49,19,19,2,3,44,25,20,4,1
64677553,77,24,20,3,2,83,6,20,4,1,65,16,20,5,0,90,11,20,3,2,78,16,20,4,1,65,16,19,5,0
64676114,62,11,19,4,0,84,18,19,4,1,11,18,19,4,0,42,24,19,4,1,29,1,19,4,0,90,11,19,4,1
64671418,23,15,20,4,1,1,15,20,4,1,83,6,20,4,1,82,21,19,4,1,31,7,20,2,3,55,14,20,5,0
64652828,81,9,20,3,2,71,14,20,4,1,42,24,20,4,1,10,1,20,2,3,33,1,19,5,0,39,18,19,4,1
64666747,89,9,19,3,2,90,11,19,4,1,68,1,18,5,0,70,6,18,4,1,86,1,18,3,1,18,15,19,3,1
64665617,90,11,19,5,0,11,16,19,4,1,28,13,19,4,1,84,18,20,4,1,71,14,20,4,1,6,8,19,3,2
64664721,84,18,18,4,1,90,11,18,4,1,13,15,18,4,0,30,13,18,2,1,81,9,18,4,0,34,23,18,5,0
64640422,82,21,19,4,1,53,14,19,5,0,64,24,20,4,1,76,3,19,5,0,82,21,19,4,1,17,5,19,5,0
64639313,28,3,19,3,2,1,15,18,3,2,17,5,18,4,1,42,24,19,5,0,16,9,19,5,0,22,3,19,4,1
64638337,79,8,19,3,2,15,5,20,3,2,86,1,19,4,1,65,16,19,5,0,27,9,19,4,0,12,7,20,4,1
64637689,46,16,20,5,0,33,1,19,5,0,61,5,20,4,1,25,11,20,5,0,4,13,18,2,0,83,6,20,5,0
64636370,58,10,20,4,1,23,15,20,4,1,74,3,19,4,0,18,15,19,4,0,72,11,20,4,1,90,11,20,4,0
64635611,72,11,20,3,2,48,3,20,4,1,20,4,20,3,2,18,15,20,4,1,1,18,20,3,2,17,5,20,4,1
64671216,53,14,19,5,0,31,7,19,4,1,89,9,19,5,0,17,5,19,3,2,22,3,20,5,0,66,24,20,3,1
64668453,79,8,19,3,2,65,16,19,4,1,35,1,19,4,1,4,13,18,3,0,11,18,19,3,0,52,24,19,4,1
64667240,49,19,19,4,0,84,18,19,4,1,31,7,18,3,2,86,1,19,5,0,88,3,19,3,2,70,6,19,4,1
64666596,67,14,19,2,3,76,3,19,5,0,90,11,20,5,0,31,7,20,5,0,49,19,20,4,1,29,1,20,5,0
64665772,80,19,20,3,2,88,3,20,3,2,43,5,20,2,3,81,9,20,4,1,86,1,20,4,1,50,21,19,4,1
64664764,39,21,19,4,1,53,13,19,3,2,17,5,20,4,1,6,8,20,4,1,75,22,19,4,1,33,1,19,5,0
64632369,17,5,19,4,1,11,18,18,4,1,14,21,19,4,1,90,11,19,5,0,88,3,19,4,1,10,1,19,4,1
64630513,81,9,19,4,1,90,11,20,3,2,76,3,19,4,1,14,21,19,4,1,31,7,20,5,0,10,1,20,4,1
64628479,36,5,20,3,2,17,5,20,3,2,29,1,20,5,0,10,20,20,4,1,70,6,20,5,0,65,16,20,4,1
64358911,18,15,19,4,1,42,24,19,5,0,82,21,20,2,3,87,24,19,4,1,80,19,20,4,0,67,14,20,5,0
64358256,74,3,18,4,0,7,1,18,3,2,77,24,19,4,1,20,4,18,3,1,72,11,18,5,0,34,23,18,2,1
64357213,2,11,19,5,0,37,15,19,4,0,86,1,19,3,1,23,15,19,4,1,79,8,19,5,0,78,16,19,3,2
64355306,32,5,20,5,0,60,6,19,3,2,78,16,19,4,1,2,10,20,3,1,18,15,19,3,1,53,14,19,5,0
64321634,37,15,19,5,0,81,9,19,4,1,71,14,19,4,1,48,3,19,4,1,11,16,19,5,0,25,11,19,3,2
64320591,2,11,20,4,1,31,7,20,4,1,85,13,19,3,1,58,10,20,4,1,33,1,20,3,2,40,6,20,3,2
64315544,35,1,19,5,0,34,23,19,3,1,82,21,20,4,1,44,25,20,4,1,55,14,20,5,0,33,1,20,5,0
64286242,78,16,20,4,1,42,24,20,3,2,82,21,19,3,2,73,24,19,4,0,74,3,19,5,0,78,16,19,3,2
64248178,46,16,20,5,0,72,11,19,4,1,65,16,19,4,1,30,13,19,3,0,82,21,20,4,1,58,10,20,4,1
64680144,69,9,19,5,0,59,2,20,5,0,39,18,20,3,2,85,13,20,5,0,32,5,20,3,2,67,14,20,5,0
64678747,83,6,19,5,0,73,24,19,5,0,75,22,20,2,3,31,7,20,3,2,33,1,20,5,0,82,21,20,5,0
64677854,34,23,19,4,1,75,22,19,4,0,4,13,18,3,0,72,11,19,5,0,11,16,18,5,0,50,21,19,5,0
64675810,85,13,19,5,0,32,5,20,3,2,12,7,20,3,2,1,15,19,5,0,90,11,19,3,2,85,13,19,5,0
64673896,89,9,20,5,0,23,18,19,5,0,4,3,19,5,0,85,13,19,5,0,32,5,19,3,2,58,10,20,5,0
64671461,22,3,19,4,0,29,1,19,4,1,72,11,19,2,3,27,9,19,5,0,58,10,19,4,1,89,9,18,5,0
64669901,8,22,20,5,0,73,24,19,4,0,2,11,19,4,1,71,14,20,4,1,70,6,20,5,0,48,3,19,4,1
64667623,11,16,20,5,0,26,9,20,2,3,22,3,20,5,0,85,13,19,4,1,75,22,20,3,2,39,18,20,4,1
64469407,1,15,19,5,0,84,18,19,5,0,34,23,20,4,1,33,1,19,5,0,19,24,20,4,1,63,15,20,4,0
64686511,90,11,19,4,0,81,9,19,5,0,4,13,18,3,1,74,3,19,5,0,81,9,19,3,2,78,16,19,4,1
64686029,7,1,20,5,0,18,15,20,3,2,28,3,20,5,0,28,3,20,4,1,70,6,20,3,2,81,9,20,4,1
64683635,84,18,20,3,2,90,11,20,4,1,78,16,20,4,1,30,13,19,4,1,28,3,19,5,0,52,24,20,4,1
64682593,33,1,19,5,0,79,8,20,3,2,46,16,20,4,1,77,24,20,4,1,18,15,20,5,0,39,18,19,3,2
64647636,29,1,20,3,2,2,10,19,4,1,48,3,20,3,2,12,7,20,4,1,28,3,20,4,1,88,3,18,4,0
64647177,78,16,20,3,2,83,6,19,5,0,33,1,19,5,0,26,9,19,4,0,58,10,20,5,0,63,15,19,4,0
64646915,11,18,20,4,1,4,13,19,4,0,29,1,20,5,0,79,8,20,4,1,31,7,20,4,1,11,18,20,5,0
64646376,4,3,20,4,1,63,15,19,5,0,66,24,19,5,0,81,9,19,2,3,4,13,19,5,0,70,6,19,4,1
64646011,20,4,19,4,1,89,9,20,3,2,33,1,20,4,1,26,9,20,3,2,76,3,20,4,1,27,9,20,3,2
64645652,7,1,19,3,1,70,6,19,5,0,44,25,19,4,1,43,5,20,3,2,74,3,19,4,1,2,9,20,4,1
64645432,89,9,20,3,2,35,1,19,3,2,57,23,20,4,1,30,13,19,4,1,70,6,19,4,1,2,11,19,5,0
64644774,87,24,19,4,1,61,5,19,5,0,28,3,20,4,1,72,11,20,3,2,85,13,20,5,0,11,16,20,5,0
64612327,33,1,19,4,0,2,10,20,4,1,1,14,20,5,0,83,6,20,4,1,65,16,20,4,1,19,6,19,3,2
64679081,47,4,20,3,2,2,9,20,4,1,89,9,20,5,0,65,16,19,4,1,61,5,20,3,2,68,1,19,4,1
64677475,63,15,20,4,1,58,10,20,4,1,65,16,20,4,1,84,18,20,5,0,6,8,20,4,1,76,3,20,5,0
64671989,53,14,20,5,0,6,8,20,2,3,26,9,20,4,1,62,11,20,4,1,6,8,20,5,0,53,14,19,5,0
64670461,18,15,19,4,1,61,5,20,4,1,22,3,19,4,1,67,14,20,4,0,1,15,19,4,0,75,22,19,4,1
64668851,22,3,20,3,2,80,19,20,4,1,18,15,20,3,2,28,3,20,5,0,30,13,20,4,0,5,5,20,5,0
64666141,53,14,19,5,0,62,11,20,3,2,49,19,20,4,1,1,15,20,5,0,78,16,20,4,1,80,19,20,5,0
64678181,23,18,20,4,1,1,15,19,4,1,56,20,20,3,2,82,21,19,4,1,29,1,19,4,1,81,9,20,3,2
64677027,17,5,20,5,0,11,16,20,5,0,25,11,19,3,2,29,2,20,5,0,14,21,20,4,0,25,11,20,2,1
64675869,89,9,20,3,2,78,16,19,3,2,90,11,20,4,1,71,14,20,5,0,47,4,20,5,0,9,9,20,4,0
64674173,23,18,19,4,0,52,24,20,5,0,67,14,19,4,1,34,23,20,4,1,25,11,19,4,1,22,3,20,4,1
64672901,79,8,18,4,1,86,1,18,5,0,11,16,17,3,1,11,18,18,5,0,1,15,18,4,0,37,15,17,4,0
64672048,22,3,18,4,0,42,24,17,2,0,2,10,17,4,0,22,3,17,4,0,67,14,17,3,0,42,24,17,4,0
64670408,30,13,19,4,0,9,10,20,4,1,26,9,19,3,2,1,18,20,4,1,76,3,19,4,1,59,2,20,5,0
64590346,22,3,20,4,1,76,3,20,5,0,72,11,19,3,2,48,3,20,5,0,86,1,19,3,2,74,3,20,3,2
64590050,90,11,19,4,1,16,9,19,5,0,4,13,18,4,0,64,24,19,5,0,62,11,19,3,2,85,13,19,1,2
64685402,28,3,20,4,1,82,21,20,5,0,72,11,20,5,0,85,13,19,2,2,25,11,20,4,1,78,16,20,4,1
64684886,19,6,20,4,1,82,21,20,5,0,45,4,19,2,0,35,1,19,5,0,4,13,20,3,2,11,18,20,4,1
64684313,3,21,17,5,0,22,3,17,4,0,14,21,16,4,0,64,24,17,4,0,89,9,17,3,1,43,5,17,5,0
64683644,35,1,19,3,2,4,13,19,4,1,11,18,19,4,1,12,7,19,5,0,39,18,19,4,1,90,11,19,4,0
64681784,27,9,19,4,0,61,5,19,3,2,44,25,20,4,1,55,14,19,4,1,90,11,19,3,1,89,9,19,4,1
64680378,74,3,18,3,1,31,7,19,4,1,88,3,18,5,0,89,9,19,5,0,90,11,19,4,1,2,10,19,5,0
64679683,75,22,19,3,2,61,5,19,3,2,30,13,18,4,1,44,25,19,5,0,59,2,19,5,0,81,9,20,4,1
64678717,74,3,19,5,0,81,9,19,4,1,72,11,19,4,1,15,5,18,5,0,21,9,18,3,0,78,16,18,5,0
64676774,68,1,18,5,0,64,24,19,3,2,81,9,20,3,2,67,14,20,5,0,82,21,19,4,1,12,7,19,4,1
64671116,18,15,20,3,2,11,16,19,4,1,58,10,20,5,0,25,11,20,3,2,68,1,18,3,0,9,10,20,5,0
64669340,90,11,20,3,2,22,3,20,4,1,46,16,20,4,1,90,11,20,4,1,7,1,20,4,1,47,4,20,4,1
64667707,76,3,19,3,1,72,11,20,5,0,46,16,20,3,2,64,24,20,5,0,2,11,20,4,1,30,13,20,5,0
64666384,76,3,19,4,1,59,2,19,4,0,74,3,19,4,1,76,3,17,3,0,48,3,19,3,1,64,24,19,4,0
64665354,76,3,19,5,0,32,5,19,3,2,46,16,19,5,0,78,16,18,3,2,62,11,19,5,0,46,16,18,5,0
64663735,31,7,19,0,5,61,5,20,4,1,55,14,18,5,0,88,3,19,4,0,33,1,19,4,1,19,6,20,4,1
64617125,49,19,19,5,0,20,4,18,5,0,19,6,20,3,2,25,11,19,3,1,68,1,19,4,0,81,9,18,3,1
64614796,87,24,19,4,1,78,16,19,4,1,55,14,19,5,0,18,15,20,3,2,70,6,20,4,1,46,16,20,5,0
64613818,90,11,17,4,0,70,6,17,3,1,46,16,18,3,0,78,16,18,4,0,22,3,17,3,0,84,18,17,3,0
64617760,15,5,19,4,0,63,15,20,5,0,88,3,19,4,1,64,24,20,4,1,55,14,19,4,1,25,11,20,3,2
64616827,27,2,19,3,1,77,24,18,3,0,14,21,19,5,0,90,11,18,5,0,72,11,19,4,1,4,13,19,3,2
64616166,82,21,19,5,0,47,4,19,3,2,37,15,19,4,1,22,3,19,5,0,65,16,19,4,1,21,9,19,5,0
64615479,22,3,18,4,1,12,7,19,4,1,23,18,18,4,1,65,16,19,5,0,79,8,18,2,2,39,18,19,5,0
64614703,14,21,19,4,1,48,3,20,4,1,36,5,20,4,1,88,3,19,5,0,19,24,20,2,3,21,9,20,3,2
64612806,83,6,20,4,0,18,15,20,4,1,89,9,19,4,1,87,24,19,3,2,86,1,19,5,0,39,18,20,4,1
64610999,82,21,19,4,1,67,14,19,4,1,72,11,20,2,3,29,1,19,3,2,31,7,19,4,1,22,3,19,5,0
64610066,25,11,19,4,1,28,3,20,4,1,74,3,19,4,1,6,8,20,3,2,23,18,19,5,0,84,18,19,5,0
64544129,11,18,20,4,1,67,14,19,4,1,17,5,19,5,0,33,1,20,5,0,89,9,20,5,0,72,11,20,4,1
64690713,77,24,20,3,2,72,11,20,2,3,4,13,19,4,0,18,15,20,5,0,31,7,20,4,1,78,16,20,3,2
64690403,61,5,20,4,1,15,5,20,4,1,10,1,20,4,1,78,16,20,3,2,90,11,20,3,0,65,16,20,5,0
64689965,89,9,20,3,2,1,18,20,4,1,59,2,19,4,1,53,13,19,3,2,90,11,19,2,3,61,5,19,4,1
64625439,60,6,19,4,0,17,5,20,3,1,50,21,19,3,2,33,1,18,3,0,77,24,19,3,0,90,11,19,5,0
64624395,61,5,20,5,0,78,16,19,5,0,70,6,20,3,2,62,11,20,5,0,22,3,19,4,1,74,3,19,5,0
64623148,66,24,20,5,0,1,15,19,4,1,29,1,19,4,0,59,2,20,3,2,15,6,20,4,1,26,9,20,4,1
64621389,75,22,20,4,1,8,22,20,3,2,71,14,20,5,0,47,4,20,4,1,78,16,20,5,0,42,24,18,5,0
64620566,37,15,19,4,0,28,3,19,4,1,18,15,20,3,2,44,25,20,3,2,28,3,20,3,2,65,16,20,4,1
64618225,67,14,18,4,1,21,9,19,3,2,7,1,18,4,1,40,6,18,4,1,39,21,19,5,0,22,3,19,3,2
64670624,7,1,20,4,1,56,20,20,4,1,17,5,20,4,1,54,8,19,4,1,33,1,19,4,1,9,9,20,4,1
64645703,31,7,19,3,2,1,18,19,5,0,12,6,20,5,0,53,14,19,5,0,90,11,20,4,1,23,18,20,4,1
64644346,25,11,19,3,2,50,21,20,4,1,74,3,19,5,0,14,21,19,5,0,18,15,20,4,1,28,3,20,4,1
64643925,83,6,20,5,0,49,19,20,4,1,1,16,19,5,0,90,11,20,3,2,23,18,20,3,2,33,1,20,4,1
64588213,33,1,20,4,1,58,10,20,4,1,2,11,20,4,1,18,15,20,5,0,28,3,20,5,0,14,21,19,4,1
64587014,17,5,20,4,1,19,24,20,5,0,65,16,20,5,0,8,22,20,4,1,14,21,19,4,1,53,14,20,5,0
64585880,76,3,19,3,1,82,21,19,4,1,36,5,20,4,1,85,13,19,4,1,62,11,20,5,0,61,5,20,5,0
64641853,26,9,19,4,1,89,9,19,4,1,6,8,19,5,0,50,21,20,5,0,6,8,20,4,1,88,3,19,5,0
64641245,4,3,20,3,2,74,3,20,4,1,22,3,20,4,1,33,1,19,4,1,26,9,19,3,2,48,3,19,5,0
64640536,30,13,19,4,0,72,11,20,4,1,79,8,20,3,2,50,21,19,4,1,28,3,19,3,2,90,11,19,3,2
64620715,72,11,18,5,0,10,20,19,3,2,74,3,19,5,0,42,24,20,4,0,4,13,19,3,1,18,15,19,5,0
64619313,14,21,19,3,2,18,15,19,4,1,72,11,20,3,2,88,3,18,2,0,44,25,19,5,0,40,6,19,5,0
64516147,80,19,19,3,1,14,21,19,4,1,90,11,19,4,1,71,14,19,4,1,84,18,19,4,1,58,10,19,3,2
64514933,70,6,19,4,1,48,3,19,4,1,90,11,20,5,0,2,10,19,4,1,40,6,19,5,0,22,3,19,4,0
64513713,26,9,19,3,2,82,21,19,3,2,4,13,19,5,0,90,11,18,4,0,30,13,18,3,1,89,9,19,5,0
64510993,3,16,20,3,2,43,5,20,4,1,88,3,18,5,0,31,7,20,5,0,4,13,19,4,1,3,21,20,4,1
64690080,90,11,20,2,3,78,16,20,4,1,10,1,20,4,1,76,3,19,5,0,71,14,20,4,1,22,3,19,2,3
